gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature
																NEIL3	DOWN	13	mesenchymal_stem_like	CCL2	DOWN	24	luminal_ar
																C20orf20	DOWN	13	mesenchymal_stem_like	CCL5	DOWN	27	luminal_ar
																BXDC2	DOWN	19	mesenchymal_stem_like	CCL8	DOWN	30	luminal_ar
																C5orf22	DOWN	13	mesenchymal_stem_like	BICD1	DOWN	22	luminal_ar
																AGPAT5	DOWN	21	mesenchymal_stem_like	CCL19	DOWN	22	luminal_ar
																LAPTM4B	DOWN	20	mesenchymal_stem_like	CCL20	DOWN	28	luminal_ar
																HJURP	DOWN	24	mesenchymal_stem_like	CXCL11	DOWN	24	luminal_ar
																MCM10	DOWN	22	mesenchymal_stem_like	CXCL5	DOWN	31	luminal_ar
																PRCC	DOWN	16	mesenchymal_stem_like	CX3CL1	DOWN	29	luminal_ar
																TRPV6	DOWN	13	mesenchymal_stem_like	SDC2	DOWN	27	luminal_ar
																DHTKD1	DOWN	14	mesenchymal_stem_like	SECTM1	DOWN	22	luminal_ar
																IL17RB	DOWN	17	mesenchymal_stem_like	SELL	DOWN	23	luminal_ar
																PRIM1	DOWN	19	mesenchymal_stem_like	BLM	DOWN	29	luminal_ar
																STAP2	DOWN	13	mesenchymal_stem_like	RTP4	DOWN	39	luminal_ar
																SLC39A4	DOWN	18	mesenchymal_stem_like	MAGEF1	DOWN	28	luminal_ar
																DEPDC1	DOWN	23	mesenchymal_stem_like	SLC39A8	DOWN	30	luminal_ar
																NLRP2	DOWN	16	mesenchymal_stem_like	NOD2	DOWN	28	luminal_ar
																ZNF692	DOWN	13	mesenchymal_stem_like	IFIH1	DOWN	33	luminal_ar
																MFN1	DOWN	13	mesenchymal_stem_like	NCAPG	DOWN	28	luminal_ar
																SCYL2	DOWN	13	mesenchymal_stem_like	ERAP2	DOWN	24	luminal_ar
																C9orf86	DOWN	17	mesenchymal_stem_like	BLMH	DOWN	32	luminal_ar
																MREG	DOWN	15	mesenchymal_stem_like	TFB2M	DOWN	22	luminal_ar
																YEATS2	DOWN	16	mesenchymal_stem_like	SFRP1	DOWN	39	luminal_ar
																TMEM48	DOWN	18	mesenchymal_stem_like	DCLRE1C	DOWN	29	luminal_ar
																FAR2	DOWN	18	mesenchymal_stem_like	POLR1E	DOWN	31	luminal_ar
																CEP72	DOWN	17	mesenchymal_stem_like	SGCB	DOWN	34	luminal_ar
																ASF1B	DOWN	19	mesenchymal_stem_like	SH3BGR	DOWN	26	luminal_ar
																C12orf11	DOWN	15	mesenchymal_stem_like	TMPRSS3	DOWN	42	luminal_ar
																C1orf112	DOWN	18	mesenchymal_stem_like	SMURF2	DOWN	28	luminal_ar
																RCOR3	DOWN	13	mesenchymal_stem_like	MICAL1	DOWN	22	luminal_ar
																WDR12	DOWN	15	mesenchymal_stem_like	METTL4	DOWN	27	luminal_ar
																C1orf106	DOWN	19	mesenchymal_stem_like	ST8SIA1	DOWN	34	luminal_ar
																TDP1	DOWN	15	mesenchymal_stem_like	STIL	DOWN	31	luminal_ar
																UBAP2	DOWN	16	mesenchymal_stem_like	SIM2	DOWN	25	luminal_ar
																CENPN	DOWN	20	mesenchymal_stem_like	NT5DC2	DOWN	32	luminal_ar
																PBK	DOWN	22	mesenchymal_stem_like	SIX3	DOWN	28	luminal_ar
																RNF114	DOWN	15	mesenchymal_stem_like	MRPL9	DOWN	26	luminal_ar
																CMAS	DOWN	16	mesenchymal_stem_like	SKP2	DOWN	31	luminal_ar
																PRKDC	DOWN	16	mesenchymal_stem_like	WNK1	DOWN	22	luminal_ar
																LANCL2	DOWN	16	mesenchymal_stem_like	SLC16A1	DOWN	33	luminal_ar
																NXT2	DOWN	13	mesenchymal_stem_like	SMARCA1	DOWN	28	luminal_ar
																C20orf24	DOWN	15	mesenchymal_stem_like	HLTF	DOWN	26	luminal_ar
																KLHL7	DOWN	15	mesenchymal_stem_like	KCTD14	DOWN	41	luminal_ar
																MAPK13	DOWN	14	mesenchymal_stem_like	LOC65998	DOWN	22	luminal_ar
																UBFD1	DOWN	15	mesenchymal_stem_like	SMARCD3	DOWN	27	luminal_ar
																KLK7	DOWN	16	mesenchymal_stem_like	SMS	DOWN	30	luminal_ar
																PRSS8	DOWN	14	mesenchymal_stem_like	SNAPC3	DOWN	27	luminal_ar
																KLK6	DOWN	16	mesenchymal_stem_like	FSCN1	DOWN	41	luminal_ar
																NRIP3	DOWN	13	mesenchymal_stem_like	SNRPA	DOWN	22	luminal_ar
																PNO1	DOWN	17	mesenchymal_stem_like	SNRPA1	DOWN	28	luminal_ar
																THAP10	DOWN	13	mesenchymal_stem_like	SNRPD1	DOWN	27	luminal_ar
																PSMB4	DOWN	18	mesenchymal_stem_like	SOD2	DOWN	28	luminal_ar
																MCCC1	DOWN	13	mesenchymal_stem_like	SOX4	DOWN	27	luminal_ar
																ARNTL2	DOWN	15	mesenchymal_stem_like	SOX9	DOWN	34	luminal_ar
																C16orf61	DOWN	16	mesenchymal_stem_like	SOX10	DOWN	42	luminal_ar
																ENY2	DOWN	15	mesenchymal_stem_like	SPIB	DOWN	27	luminal_ar
																SMYD2	DOWN	13	mesenchymal_stem_like	SPP1	DOWN	22	luminal_ar
																NIT2	DOWN	18	mesenchymal_stem_like	SRPK1	DOWN	24	luminal_ar
																KIF15	DOWN	23	mesenchymal_stem_like	SSB	DOWN	26	luminal_ar
																AKR1B10	DOWN	16	mesenchymal_stem_like	SSRP1	DOWN	28	luminal_ar
																PSMC4	DOWN	14	mesenchymal_stem_like	SS18	DOWN	23	luminal_ar
																PSMD2	DOWN	13	mesenchymal_stem_like	ST5	DOWN	31	luminal_ar
																PSMD4	DOWN	16	mesenchymal_stem_like	STAC	DOWN	29	luminal_ar
																C12orf4	DOWN	14	mesenchymal_stem_like	STAT1	DOWN	27	luminal_ar
																HRASLS	DOWN	21	mesenchymal_stem_like	STC1	DOWN	22	luminal_ar
																NUP107	DOWN	13	mesenchymal_stem_like	ELOVL4	DOWN	27	luminal_ar
																ACTR3B	DOWN	17	mesenchymal_stem_like	AURKA	DOWN	22	luminal_ar
																GPR126	DOWN	13	mesenchymal_stem_like	SVIL	DOWN	29	luminal_ar
																PSPH	DOWN	18	mesenchymal_stem_like	TAF2	DOWN	22	luminal_ar
																TTYH1	DOWN	15	mesenchymal_stem_like	TAF4B	DOWN	22	luminal_ar
																S100A14	DOWN	16	mesenchymal_stem_like	TAF5	DOWN	24	luminal_ar
																SPC25	DOWN	17	mesenchymal_stem_like	KLF5	DOWN	38	luminal_ar
																C3orf14	DOWN	14	mesenchymal_stem_like	TAF11	DOWN	22	luminal_ar
																PPM1H	DOWN	15	mesenchymal_stem_like	TAP1	DOWN	28	luminal_ar
																POGK	DOWN	14	mesenchymal_stem_like	TAP2	DOWN	22	luminal_ar
																DENND1A	DOWN	18	mesenchymal_stem_like	TAPBP	DOWN	25	luminal_ar
																ANKRD36B	DOWN	13	mesenchymal_stem_like	TARBP1	DOWN	29	luminal_ar
																PTPN3	DOWN	15	mesenchymal_stem_like	TBL1X	DOWN	25	luminal_ar
																LSM2	DOWN	13	mesenchymal_stem_like	TCF7L2	DOWN	28	luminal_ar
																PTPRF	DOWN	14	mesenchymal_stem_like	VPS72	DOWN	29	luminal_ar
																BARD1	DOWN	19	mesenchymal_stem_like	TCP1	DOWN	23	luminal_ar
																ABCD3	DOWN	13	mesenchymal_stem_like	TRD@	DOWN	27	luminal_ar
																PYCR1	DOWN	15	mesenchymal_stem_like	BUB1	DOWN	30	luminal_ar
																PRUNE	DOWN	13	mesenchymal_stem_like	DYNLT3	DOWN	24	luminal_ar
																FAM60A	DOWN	17	mesenchymal_stem_like	TEAD4	DOWN	24	luminal_ar
																RABIF	DOWN	15	mesenchymal_stem_like	BUB1B	DOWN	32	luminal_ar
																RAD21	DOWN	17	mesenchymal_stem_like	TF	DOWN	34	luminal_ar
																RAD51	DOWN	20	mesenchymal_stem_like	TFAP2C	DOWN	26	luminal_ar
																RAD51C	DOWN	13	mesenchymal_stem_like	TFDP1	DOWN	29	luminal_ar
																RANBP1	DOWN	16	mesenchymal_stem_like	TGFBR3	DOWN	28	luminal_ar
																RANGAP1	DOWN	14	mesenchymal_stem_like	BYSL	DOWN	23	luminal_ar
																ACE2	DOWN	17	mesenchymal_stem_like	THBS3	DOWN	22	luminal_ar
																BCL2A1	DOWN	18	mesenchymal_stem_like	TLE4	DOWN	23	luminal_ar
																RFC2	DOWN	19	mesenchymal_stem_like	TLR1	DOWN	26	luminal_ar
																RFC3	DOWN	18	mesenchymal_stem_like	TLR5	DOWN	37	luminal_ar
																RFC4	DOWN	21	mesenchymal_stem_like	TNFAIP2	DOWN	28	luminal_ar
																RFC5	DOWN	15	mesenchymal_stem_like	TNFAIP3	DOWN	23	luminal_ar
																RHEB	DOWN	15	mesenchymal_stem_like	TNFAIP6	DOWN	22	luminal_ar
																RIT1	DOWN	14	mesenchymal_stem_like	TNNI2	DOWN	23	luminal_ar
																TRMT11	DOWN	15	mesenchymal_stem_like	TNNT1	DOWN	24	luminal_ar
																MRPS35	DOWN	14	mesenchymal_stem_like	TOP2A	DOWN	33	luminal_ar
																MAK10	DOWN	14	mesenchymal_stem_like	TP53BP2	DOWN	35	luminal_ar
																ABCE1	DOWN	18	mesenchymal_stem_like	TPM2	DOWN	25	luminal_ar
																RPE	DOWN	13	mesenchymal_stem_like	NR2C1	DOWN	23	luminal_ar
																MRPL12	DOWN	18	mesenchymal_stem_like	ACTG2	DOWN	35	luminal_ar
																RPS21	DOWN	14	mesenchymal_stem_like	TRIP6	DOWN	24	luminal_ar
																RRM1	DOWN	16	mesenchymal_stem_like	TRPS1	DOWN	38	luminal_ar
																RRM2	DOWN	20	mesenchymal_stem_like	TTK	DOWN	37	luminal_ar
																S100A2	DOWN	14	mesenchymal_stem_like	CSAG2	DOWN	23	luminal_ar
																S100A7	DOWN	18	mesenchymal_stem_like	TULP3	DOWN	32	luminal_ar
																S100A8	DOWN	16	mesenchymal_stem_like	TYMS	DOWN	33	luminal_ar
																S100A9	DOWN	17	mesenchymal_stem_like	LOC730101	DOWN	31	luminal_ar
																S100P	DOWN	15	mesenchymal_stem_like	UCHL1	DOWN	41	luminal_ar
																CFB	DOWN	13	mesenchymal_stem_like	UGT8	DOWN	39	luminal_ar
																SC4MOL	DOWN	13	mesenchymal_stem_like	UCK2	DOWN	32	luminal_ar
																SERPINB3	DOWN	14	mesenchymal_stem_like	UNG	DOWN	27	luminal_ar
																SCNN1B	DOWN	16	mesenchymal_stem_like	UPP1	DOWN	25	luminal_ar
																CCL4	DOWN	13	mesenchymal_stem_like	USP1	DOWN	31	luminal_ar
																CCL8	DOWN	15	mesenchymal_stem_like	VIM	DOWN	26	luminal_ar
																CCL18	DOWN	15	mesenchymal_stem_like	MPPED2	DOWN	24	luminal_ar
																CCL20	DOWN	19	mesenchymal_stem_like	VRK1	DOWN	22	luminal_ar
																CXCL11	DOWN	17	mesenchymal_stem_like	VSNL1	DOWN	32	luminal_ar
																CXCL5	DOWN	13	mesenchymal_stem_like	WARS	DOWN	25	luminal_ar
																BIK	DOWN	16	mesenchymal_stem_like	CLIP2	DOWN	22	luminal_ar
																SDC4	DOWN	14	mesenchymal_stem_like	WHSC1	DOWN	22	luminal_ar
																MRPL17	DOWN	13	mesenchymal_stem_like	XK	DOWN	35	luminal_ar
																SDHC	DOWN	15	mesenchymal_stem_like	XPO1	DOWN	22	luminal_ar
																CCDC90A	DOWN	15	mesenchymal_stem_like	YES1	DOWN	23	luminal_ar
																FKBPL	DOWN	16	mesenchymal_stem_like	ZIC1	DOWN	35	luminal_ar
																PERP	DOWN	14	mesenchymal_stem_like	CA6	DOWN	22	luminal_ar
																BLM	DOWN	18	mesenchymal_stem_like	ZNF124	DOWN	23	luminal_ar
																RTP4	DOWN	16	mesenchymal_stem_like	CA9	DOWN	22	luminal_ar
																DUS1L	DOWN	15	mesenchymal_stem_like	ZNF165	DOWN	22	luminal_ar
																IFIH1	DOWN	15	mesenchymal_stem_like	ZNF232	DOWN	32	luminal_ar
																NCAPG	DOWN	23	mesenchymal_stem_like	LRP8	DOWN	37	luminal_ar
																TFB2M	DOWN	15	mesenchymal_stem_like	DAP3	DOWN	25	luminal_ar
																hCG_1776980	DOWN	18	mesenchymal_stem_like	TUBA1A	DOWN	26	luminal_ar
																LOC643224	DOWN	13	mesenchymal_stem_like	IL1R2	DOWN	29	luminal_ar
																CLEC7A	DOWN	17	mesenchymal_stem_like	MALL	DOWN	30	luminal_ar
																LOC646808	DOWN	13	mesenchymal_stem_like	LRFN4	DOWN	34	luminal_ar
																TMPRSS3	DOWN	17	mesenchymal_stem_like	C1orf135	DOWN	27	luminal_ar
																SHMT2	DOWN	17	mesenchymal_stem_like	ELOVL6	DOWN	30	luminal_ar
																PARP12	DOWN	14	mesenchymal_stem_like	DSCC1	DOWN	30	luminal_ar
																RBM15	DOWN	14	mesenchymal_stem_like	DEK	DOWN	37	luminal_ar
																GINS3	DOWN	19	mesenchymal_stem_like	CCDC28B	DOWN	22	luminal_ar
																EPS8L2	DOWN	13	mesenchymal_stem_like	ALDH5A1	DOWN	24	luminal_ar
																CDCP1	DOWN	21	mesenchymal_stem_like	DHRS11	DOWN	30	luminal_ar
																STIL	DOWN	22	mesenchymal_stem_like	CALB2	DOWN	36	luminal_ar
																MRPS15	DOWN	13	mesenchymal_stem_like	DLEU2L	DOWN	22	luminal_ar
																MRPL9	DOWN	18	mesenchymal_stem_like	ATP13A3	DOWN	24	luminal_ar
																SKP2	DOWN	19	mesenchymal_stem_like	FLJ22167	DOWN	25	luminal_ar
																JMJD4	DOWN	13	mesenchymal_stem_like	RNF128	DOWN	28	luminal_ar
																SLC1A6	DOWN	13	mesenchymal_stem_like	PGBD5	DOWN	37	luminal_ar
																SLC2A1	DOWN	19	mesenchymal_stem_like	C5orf23	DOWN	30	luminal_ar
																PYCRL	DOWN	15	mesenchymal_stem_like	OGFRL1	DOWN	34	luminal_ar
																C8orf33	DOWN	15	mesenchymal_stem_like	RHBDF2	DOWN	31	luminal_ar
																SLC6A8	DOWN	17	mesenchymal_stem_like	FASTKD1	DOWN	22	luminal_ar
																GPR89A	DOWN	20	mesenchymal_stem_like	VTCN1	DOWN	37	luminal_ar
																SLC7A1	DOWN	15	mesenchymal_stem_like	E2F8	DOWN	27	luminal_ar
																SLC16A1	DOWN	14	mesenchymal_stem_like	CLIP4	DOWN	31	luminal_ar
																SLC19A1	DOWN	16	mesenchymal_stem_like	ECHDC3	DOWN	27	luminal_ar
																SLPI	DOWN	16	mesenchymal_stem_like	ZNF750	DOWN	22	luminal_ar
																HLTF	DOWN	13	mesenchymal_stem_like	VASH2	DOWN	41	luminal_ar
																SMARCA4	DOWN	15	mesenchymal_stem_like	MOBKL2B	DOWN	25	luminal_ar
																ZBTB10	DOWN	15	mesenchymal_stem_like	FAM57A	DOWN	28	luminal_ar
																SMS	DOWN	13	mesenchymal_stem_like	PLBD1	DOWN	26	luminal_ar
																SNAPC3	DOWN	14	mesenchymal_stem_like	TUSC3	DOWN	37	luminal_ar
																SNRPA1	DOWN	14	mesenchymal_stem_like	CEP76	DOWN	27	luminal_ar
																SNRPB	DOWN	13	mesenchymal_stem_like	ATHL1	DOWN	29	luminal_ar
																SNRPC	DOWN	13	mesenchymal_stem_like	C13orf18	DOWN	27	luminal_ar
																SNRPD1	DOWN	18	mesenchymal_stem_like	APOL6	DOWN	22	luminal_ar
																SNRPE	DOWN	15	mesenchymal_stem_like	FXR1	DOWN	23	luminal_ar
																SNRPF	DOWN	15	mesenchymal_stem_like	CDK2AP1	DOWN	27	luminal_ar
																SNRPG	DOWN	15	mesenchymal_stem_like	WNT5B	DOWN	22	luminal_ar
																BNIP3	DOWN	18	mesenchymal_stem_like	SLC25A32	DOWN	23	luminal_ar
																SOAT1	DOWN	14	mesenchymal_stem_like	SLC7A5	DOWN	31	luminal_ar
																SOD2	DOWN	18	mesenchymal_stem_like	FAM49A	DOWN	24	luminal_ar
																SORD	DOWN	19	mesenchymal_stem_like	MAGED4B	DOWN	37	luminal_ar
																SOX11	DOWN	21	mesenchymal_stem_like	ANP32E	DOWN	44	luminal_ar
																SPAG1	DOWN	13	mesenchymal_stem_like	CDT1	DOWN	22	luminal_ar
																SPP1	DOWN	16	mesenchymal_stem_like	ST6GALNAC5	DOWN	36	luminal_ar
																SQLE	DOWN	15	mesenchymal_stem_like	TMEM14B	DOWN	23	luminal_ar
																SRD5A1	DOWN	18	mesenchymal_stem_like	ZNF239	DOWN	33	luminal_ar
																SRPK1	DOWN	14	mesenchymal_stem_like	ISG20L2	DOWN	27	luminal_ar
																SSBP1	DOWN	14	mesenchymal_stem_like	MIA	DOWN	43	luminal_ar
																SSRP1	DOWN	16	mesenchymal_stem_like	SEH1L	DOWN	29	luminal_ar
																ST14	DOWN	16	mesenchymal_stem_like	KIF18A	DOWN	24	luminal_ar
																STAT1	DOWN	13	mesenchymal_stem_like	CAPN6	DOWN	42	luminal_ar
																STC1	DOWN	19	mesenchymal_stem_like	CDC7	DOWN	27	luminal_ar
																AURKA	DOWN	22	mesenchymal_stem_like	CDC45L	DOWN	23	luminal_ar
																SUV39H1	DOWN	13	mesenchymal_stem_like	FZD6	DOWN	30	luminal_ar
																TAF2	DOWN	18	mesenchymal_stem_like	FZD7	DOWN	42	luminal_ar
																TAP1	DOWN	16	mesenchymal_stem_like	CASP1	DOWN	24	luminal_ar
																TAP2	DOWN	13	mesenchymal_stem_like	TCF7L1	DOWN	39	luminal_ar
																TARBP1	DOWN	16	mesenchymal_stem_like	CDCA3	DOWN	31	luminal_ar
																TARS	DOWN	22	mesenchymal_stem_like	HIST1H4C	DOWN	29	luminal_ar
																TBL1X	DOWN	15	mesenchymal_stem_like	RASSF4	DOWN	25	luminal_ar
																TCEB1	DOWN	18	mesenchymal_stem_like	NCALD	DOWN	28	luminal_ar
																VPS72	DOWN	17	mesenchymal_stem_like	ANKRD27	DOWN	23	luminal_ar
																TCP1	DOWN	13	mesenchymal_stem_like	IQCG	DOWN	41	luminal_ar
																BUB1	DOWN	19	mesenchymal_stem_like	BBOX1	DOWN	36	luminal_ar
																TDO2	DOWN	15	mesenchymal_stem_like	ZDHHC18	DOWN	26	luminal_ar
																TEAD4	DOWN	20	mesenchymal_stem_like	STK24	DOWN	35	luminal_ar
																BUB1B	DOWN	22	mesenchymal_stem_like	RAD54L	DOWN	32	luminal_ar
																TFAP2A	DOWN	15	mesenchymal_stem_like	NCK2	DOWN	23	luminal_ar
																TFAP2B	DOWN	14	mesenchymal_stem_like	DYRK2	DOWN	24	luminal_ar
																TFDP1	DOWN	14	mesenchymal_stem_like	TTF2	DOWN	22	luminal_ar
																TFRC	DOWN	20	mesenchymal_stem_like	TUBB6	DOWN	38	luminal_ar
																BYSL	DOWN	17	mesenchymal_stem_like	PSRC1	DOWN	32	luminal_ar
																TK1	DOWN	23	mesenchymal_stem_like	LMNB2	DOWN	25	luminal_ar
																TMPO	DOWN	18	mesenchymal_stem_like	RNFT2	DOWN	31	luminal_ar
																TNNT1	DOWN	15	mesenchymal_stem_like	C9orf3	DOWN	23	luminal_ar
																TOP2A	DOWN	19	mesenchymal_stem_like	IFITM1	DOWN	26	luminal_ar
																TP53BP2	DOWN	16	mesenchymal_stem_like	CSDA	DOWN	30	luminal_ar
																TPD52	DOWN	14	mesenchymal_stem_like	MICALL1	DOWN	33	luminal_ar
																TPD52L1	DOWN	19	mesenchymal_stem_like	AGPS	DOWN	31	luminal_ar
																TPI1	DOWN	18	mesenchymal_stem_like	LMO4	DOWN	42	luminal_ar
																CCT3	DOWN	16	mesenchymal_stem_like	PIR	DOWN	27	luminal_ar
																TRPS1	DOWN	16	mesenchymal_stem_like	LGR5	DOWN	28	luminal_ar
																PHLDA2	DOWN	16	mesenchymal_stem_like	PDXK	DOWN	22	luminal_ar
																TSTA3	DOWN	17	mesenchymal_stem_like	PDLIM4	DOWN	24	luminal_ar
																TTK	DOWN	20	mesenchymal_stem_like	TMEFF1	DOWN	25	luminal_ar
																MUC5B	DOWN	18	mesenchymal_stem_like	LY6D	DOWN	37	luminal_ar
																GGTLC3	DOWN	18	mesenchymal_stem_like	ACTL6A	DOWN	23	luminal_ar
																TUBG1	DOWN	15	mesenchymal_stem_like	OASL	DOWN	25	luminal_ar
																TUFT1	DOWN	14	mesenchymal_stem_like	RUNX3	DOWN	32	luminal_ar
																TXN	DOWN	14	mesenchymal_stem_like	KCNK5	DOWN	43	luminal_ar
																TYMS	DOWN	16	mesenchymal_stem_like	IRS2	DOWN	32	luminal_ar
																LOC730101	DOWN	14	mesenchymal_stem_like	MARCO	DOWN	32	luminal_ar
																UBE2A	DOWN	13	mesenchymal_stem_like	JRKL	DOWN	22	luminal_ar
																UBE2V2	DOWN	18	mesenchymal_stem_like	B4GALT2	DOWN	25	luminal_ar
																UCHL1	DOWN	17	mesenchymal_stem_like	SERPINB7	DOWN	22	luminal_ar
																SLC35A2	DOWN	14	mesenchymal_stem_like	CTNNAL1	DOWN	24	luminal_ar
																UGT1A@	DOWN	15	mesenchymal_stem_like	CBR1	DOWN	30	luminal_ar
																UGT8	DOWN	13	mesenchymal_stem_like	DLK1	DOWN	25	luminal_ar
																UCK2	DOWN	15	mesenchymal_stem_like	DYRK4	DOWN	24	luminal_ar
																UNG	DOWN	15	mesenchymal_stem_like	GGH	DOWN	24	luminal_ar
																USP1	DOWN	17	mesenchymal_stem_like	PROM1	DOWN	36	luminal_ar
																VDAC3	DOWN	14	mesenchymal_stem_like	FCGBP	DOWN	27	luminal_ar
																VEGFA	DOWN	22	mesenchymal_stem_like	CCKBR	DOWN	22	luminal_ar
																VLDLR	DOWN	13	mesenchymal_stem_like	SYNJ2	DOWN	23	luminal_ar
																VRK1	DOWN	17	mesenchymal_stem_like	CDC123	DOWN	30	luminal_ar
																VRK2	DOWN	18	mesenchymal_stem_like	SPHK1	DOWN	26	luminal_ar
																WARS	DOWN	17	mesenchymal_stem_like	FUBP1	DOWN	24	luminal_ar
																WHSC1	DOWN	14	mesenchymal_stem_like	MTMR2	DOWN	29	luminal_ar
																XK	DOWN	17	mesenchymal_stem_like	CCNA2	DOWN	26	luminal_ar
																YES1	DOWN	15	mesenchymal_stem_like	AP1S2	DOWN	22	luminal_ar
																YWHAZ	DOWN	14	mesenchymal_stem_like	CCNB1	DOWN	23	luminal_ar
																ZIC1	DOWN	15	mesenchymal_stem_like	SGCE	DOWN	30	luminal_ar
																ZNF7	DOWN	16	mesenchymal_stem_like	RAB7L1	DOWN	26	luminal_ar
																CA2	DOWN	16	mesenchymal_stem_like	WASF1	DOWN	26	luminal_ar
																CA8	DOWN	16	mesenchymal_stem_like	USP13	DOWN	34	luminal_ar
																ZNF124	DOWN	16	mesenchymal_stem_like	NAV2	DOWN	37	luminal_ar
																CA9	DOWN	22	mesenchymal_stem_like	CCNE1	DOWN	33	luminal_ar
																ZNF165	DOWN	20	mesenchymal_stem_like	PLOD3	DOWN	22	luminal_ar
																ZNF232	DOWN	17	mesenchymal_stem_like	RNF8	DOWN	25	luminal_ar
																LRP8	DOWN	19	mesenchymal_stem_like	PRC1	DOWN	33	luminal_ar
																DAP3	DOWN	16	mesenchymal_stem_like	PAPSS1	DOWN	31	luminal_ar
																IL1R2	DOWN	14	mesenchymal_stem_like	N4BP2L1	DOWN	25	luminal_ar
																SLBP	DOWN	14	mesenchymal_stem_like	CLDN10	DOWN	25	luminal_ar
																LRFN4	DOWN	13	mesenchymal_stem_like	TBX19	DOWN	31	luminal_ar
																C1orf135	DOWN	19	mesenchymal_stem_like	MTMR4	DOWN	22	luminal_ar
																DDA1	DOWN	15	mesenchymal_stem_like	PRPF3	DOWN	33	luminal_ar
																GGCT	DOWN	18	mesenchymal_stem_like	CCNB2	DOWN	29	luminal_ar
																CENPM	DOWN	21	mesenchymal_stem_like	PDCD5	DOWN	30	luminal_ar
																TSEN34	DOWN	15	mesenchymal_stem_like	RSAD2	DOWN	32	luminal_ar
																DSCC1	DOWN	18	mesenchymal_stem_like	ARHGEF2	DOWN	30	luminal_ar
																DCTPP1	DOWN	13	mesenchymal_stem_like	CALML4	DOWN	38	luminal_ar
																CCDC86	DOWN	13	mesenchymal_stem_like	DDX21	DOWN	22	luminal_ar
																CARD14	DOWN	13	mesenchymal_stem_like	PTPLA	DOWN	38	luminal_ar
																CHAC1	DOWN	16	mesenchymal_stem_like	ZMYM6	DOWN	26	luminal_ar
																C1orf116	DOWN	15	mesenchymal_stem_like	AURKB	DOWN	38	luminal_ar
																APOO	DOWN	19	mesenchymal_stem_like	PTTG1	DOWN	29	luminal_ar
																PLA2G7	DOWN	17	mesenchymal_stem_like	IL32	DOWN	31	luminal_ar
																CDC73	DOWN	15	mesenchymal_stem_like	PNMA1	DOWN	23	luminal_ar
																GPR172A	DOWN	18	mesenchymal_stem_like	UBE2L6	DOWN	22	luminal_ar
																PGBD5	DOWN	18	mesenchymal_stem_like	BZRAP1	DOWN	23	luminal_ar
